"","LGA","Dates","Capacity","Installations"
"22676","Wongan-Ballidu (S)","2009-07-01",0,0
"22677","Wongan-Ballidu (S)","2009-08-01",0,0
"22678","Wongan-Ballidu (S)","2009-09-01",0,0
"22679","Wongan-Ballidu (S)","2009-10-01",0,0
"22680","Wongan-Ballidu (S)","2009-11-01",0,0
"22681","Wongan-Ballidu (S)","2009-12-01",0,0
"22682","Wongan-Ballidu (S)","2010-01-01",0,0
"22683","Wongan-Ballidu (S)","2010-02-01",0,0
"22684","Wongan-Ballidu (S)","2010-03-01",0,0
"22685","Wongan-Ballidu (S)","2010-04-01",0,0
"22686","Wongan-Ballidu (S)","2010-05-01",0,0
"22687","Wongan-Ballidu (S)","2010-06-01",0,0
"22688","Wongan-Ballidu (S)","2010-07-01",0,0
"22689","Wongan-Ballidu (S)","2010-08-01",0,0
"22690","Wongan-Ballidu (S)","2010-09-01",0,0
"22691","Wongan-Ballidu (S)","2010-10-01",0,0
"22692","Wongan-Ballidu (S)","2010-11-01",0,0
"22693","Wongan-Ballidu (S)","2010-12-01",0,0
"22694","Wongan-Ballidu (S)","2011-01-01",5.16,1
"22695","Wongan-Ballidu (S)","2011-02-01",0,0
"22696","Wongan-Ballidu (S)","2011-03-01",0,0
"22697","Wongan-Ballidu (S)","2011-04-01",3.82,1
"22698","Wongan-Ballidu (S)","2011-05-01",0,0
"22699","Wongan-Ballidu (S)","2011-06-01",0,0
"22700","Wongan-Ballidu (S)","2011-07-01",0,0
"22701","Wongan-Ballidu (S)","2011-08-01",0,0
"22702","Wongan-Ballidu (S)","2011-09-01",0,0
"22703","Wongan-Ballidu (S)","2011-10-01",0,0
"22704","Wongan-Ballidu (S)","2011-11-01",0,0
"22705","Wongan-Ballidu (S)","2011-12-01",0,0
"22706","Wongan-Ballidu (S)","2012-01-01",5.16,1
"22707","Wongan-Ballidu (S)","2012-02-01",0,0
"22708","Wongan-Ballidu (S)","2012-03-01",0,0
"22709","Wongan-Ballidu (S)","2012-04-01",3.82,1
"22710","Wongan-Ballidu (S)","2012-05-01",0,0
"22711","Wongan-Ballidu (S)","2012-06-01",0,0
"22712","Wongan-Ballidu (S)","2012-07-01",0,0
"22713","Wongan-Ballidu (S)","2012-08-01",0,0
"22714","Wongan-Ballidu (S)","2012-09-01",0,0
"22715","Wongan-Ballidu (S)","2012-10-01",0,0
"22716","Wongan-Ballidu (S)","2012-11-01",0,0
"22717","Wongan-Ballidu (S)","2012-12-01",0,0
"22718","Wongan-Ballidu (S)","2013-01-01",0,0
"22719","Wongan-Ballidu (S)","2013-02-01",0,0
"22720","Wongan-Ballidu (S)","2013-03-01",0,0
"22721","Wongan-Ballidu (S)","2013-04-01",0,0
"22722","Wongan-Ballidu (S)","2013-05-01",0,0
"22723","Wongan-Ballidu (S)","2013-06-01",0,0
"22724","Wongan-Ballidu (S)","2013-07-01",2.6,1
"22725","Wongan-Ballidu (S)","2013-08-01",0,0
"22726","Wongan-Ballidu (S)","2013-09-01",0,0
"22727","Wongan-Ballidu (S)","2013-10-01",3,1
"22728","Wongan-Ballidu (S)","2013-11-01",0,0
"22729","Wongan-Ballidu (S)","2013-12-01",0,0
"22730","Wongan-Ballidu (S)","2014-01-01",0,0
"22731","Wongan-Ballidu (S)","2014-02-01",0,0
"22732","Wongan-Ballidu (S)","2014-03-01",0,0
"22733","Wongan-Ballidu (S)","2014-04-01",0,0
"22734","Wongan-Ballidu (S)","2014-05-01",0,0
"22735","Wongan-Ballidu (S)","2014-06-01",0,0
"22736","Wongan-Ballidu (S)","2014-07-01",4,1
"22737","Wongan-Ballidu (S)","2014-08-01",0,0
"22738","Wongan-Ballidu (S)","2014-09-01",0,0
"22739","Wongan-Ballidu (S)","2014-10-01",5,1
"22740","Wongan-Ballidu (S)","2014-11-01",0,0
"22741","Wongan-Ballidu (S)","2014-12-01",0,0
"22742","Wongan-Ballidu (S)","2015-01-01",3.5,1
"22743","Wongan-Ballidu (S)","2015-02-01",0,0
"22744","Wongan-Ballidu (S)","2015-03-01",0,0
"22745","Wongan-Ballidu (S)","2015-04-01",3.3,1
"22746","Wongan-Ballidu (S)","2015-05-01",0,0
"22747","Wongan-Ballidu (S)","2015-06-01",0,0
"22748","Wongan-Ballidu (S)","2015-07-01",0,0
"22749","Wongan-Ballidu (S)","2015-08-01",0,0
"22750","Wongan-Ballidu (S)","2015-09-01",0,0
"22751","Wongan-Ballidu (S)","2015-10-01",0,0
"22752","Wongan-Ballidu (S)","2015-11-01",3.12,1
"22753","Wongan-Ballidu (S)","2015-12-01",0,0
"22754","Wongan-Ballidu (S)","2016-01-01",0,0
"22755","Wongan-Ballidu (S)","2016-02-01",0,0
"22756","Wongan-Ballidu (S)","2016-03-01",6.12,1
"22757","Wongan-Ballidu (S)","2016-04-01",0,0
"22758","Wongan-Ballidu (S)","2016-05-01",5.72,1
"22759","Wongan-Ballidu (S)","2016-06-01",0,0
"22760","Wongan-Ballidu (S)","2016-07-01",0,0
"22761","Wongan-Ballidu (S)","2016-08-01",0,0
"22762","Wongan-Ballidu (S)","2016-09-01",0,0
"22763","Wongan-Ballidu (S)","2016-10-01",0,0
"22764","Wongan-Ballidu (S)","2016-11-01",0,0
"22765","Wongan-Ballidu (S)","2016-12-01",2.55,1
"22766","Wongan-Ballidu (S)","2017-01-01",0,0
"22767","Wongan-Ballidu (S)","2017-02-01",0,0
"22768","Wongan-Ballidu (S)","2017-03-01",0,0
"22769","Wongan-Ballidu (S)","2017-04-01",0,0
"22770","Wongan-Ballidu (S)","2017-05-01",0,0
"22771","Wongan-Ballidu (S)","2017-06-01",6.48,1
"22772","Wongan-Ballidu (S)","2017-07-01",0,0
"22773","Wongan-Ballidu (S)","2017-08-01",0,0
"22774","Wongan-Ballidu (S)","2017-09-01",0,0
"22775","Wongan-Ballidu (S)","2017-10-01",0,0
"22776","Wongan-Ballidu (S)","2017-11-01",6.48,1
"22777","Wongan-Ballidu (S)","2017-12-01",6.48,1
"22778","Wongan-Ballidu (S)","2018-01-01",0,0
"22779","Wongan-Ballidu (S)","2018-02-01",0,0
"22780","Wongan-Ballidu (S)","2018-03-01",0,0
"22781","Wongan-Ballidu (S)","2018-04-01",0,0
"22782","Wongan-Ballidu (S)","2018-05-01",0,0
"22783","Wongan-Ballidu (S)","2018-06-01",3.705,1
"22784","Wongan-Ballidu (S)","2018-07-01",0,0
"22785","Wongan-Ballidu (S)","2018-08-01",0,0
"22786","Wongan-Ballidu (S)","2018-09-01",0,0
"22787","Wongan-Ballidu (S)","2018-10-01",0,0
"22788","Wongan-Ballidu (S)","2018-11-01",0,0
"22789","Wongan-Ballidu (S)","2018-12-01",29.435,4
"22790","Wongan-Ballidu (S)","2019-01-01",0,0
"22791","Wongan-Ballidu (S)","2019-02-01",0,0
"22792","Wongan-Ballidu (S)","2019-03-01",15.84,1
"22793","Wongan-Ballidu (S)","2019-04-01",0,0
"22794","Wongan-Ballidu (S)","2019-05-01",0,0
"22795","Wongan-Ballidu (S)","2019-06-01",0,0
"22796","Wongan-Ballidu (S)","2019-07-01",6.3,1
"22797","Wongan-Ballidu (S)","2019-08-01",0,0
"22798","Wongan-Ballidu (S)","2019-09-01",0,0
"22799","Wongan-Ballidu (S)","2019-10-01",0,0
"22800","Wongan-Ballidu (S)","2019-11-01",0,0
"22801","Wongan-Ballidu (S)","2019-12-01",0,0
"22802","Woodanilling (S)","2001-04-01",0,0
"22803","Woodanilling (S)","2001-05-01",0,0
"22804","Woodanilling (S)","2001-06-01",0,0
"22805","Woodanilling (S)","2001-07-01",0,0
"22806","Woodanilling (S)","2001-08-01",0,0
"22807","Woodanilling (S)","2001-09-01",0,0
"22808","Woodanilling (S)","2001-10-01",0,0
"22809","Woodanilling (S)","2001-11-01",0,0
"22810","Woodanilling (S)","2001-12-01",0,0
"22811","Woodanilling (S)","2002-01-01",0,0
"22812","Woodanilling (S)","2002-02-01",0,0
"22813","Woodanilling (S)","2002-03-01",0,0
"22814","Woodanilling (S)","2002-04-01",0,0
"22815","Woodanilling (S)","2002-05-01",0,0
"22816","Woodanilling (S)","2002-06-01",0,0
"22817","Woodanilling (S)","2002-07-01",0,0
"22818","Woodanilling (S)","2002-08-01",0,0
"22819","Woodanilling (S)","2002-09-01",0,0
"22820","Woodanilling (S)","2002-10-01",0,0
"22821","Woodanilling (S)","2002-11-01",0,0
"22822","Woodanilling (S)","2002-12-01",0,0
"22823","Woodanilling (S)","2004-01-01",0,0
"22824","Woodanilling (S)","2004-02-01",0,0
"22825","Woodanilling (S)","2004-03-01",0,0
"22826","Woodanilling (S)","2004-04-01",0,0
"22827","Woodanilling (S)","2004-05-01",0,0
"22828","Woodanilling (S)","2004-06-01",0,0
"22829","Woodanilling (S)","2004-07-01",0,0
"22830","Woodanilling (S)","2004-08-01",0,0
"22831","Woodanilling (S)","2004-09-01",0,0
"22832","Woodanilling (S)","2004-10-01",0,0
"22833","Woodanilling (S)","2004-11-01",0,0
"22834","Woodanilling (S)","2004-12-01",0,0
"22835","Woodanilling (S)","2005-01-01",0,0
"22836","Woodanilling (S)","2005-02-01",0,0
"22837","Woodanilling (S)","2005-03-01",0,0
"22838","Woodanilling (S)","2005-04-01",0,0
"22839","Woodanilling (S)","2005-05-01",0,0
"22840","Woodanilling (S)","2005-06-01",0,0
"22841","Woodanilling (S)","2005-07-01",0,0
"22842","Woodanilling (S)","2005-08-01",0,0
"22843","Woodanilling (S)","2005-09-01",0,0
"22844","Woodanilling (S)","2005-10-01",0,0
"22845","Woodanilling (S)","2005-11-01",0,0
"22846","Woodanilling (S)","2005-12-01",0,0
"22847","Woodanilling (S)","2006-01-01",0,0
"22848","Woodanilling (S)","2006-02-01",0,0
"22849","Woodanilling (S)","2006-03-01",0,0
"22850","Woodanilling (S)","2006-04-01",0,0
"22851","Woodanilling (S)","2006-05-01",0,0
"22852","Woodanilling (S)","2006-06-01",0,0
"22853","Woodanilling (S)","2006-07-01",0,0
"22854","Woodanilling (S)","2006-08-01",0,0
"22855","Woodanilling (S)","2006-09-01",0,0
"22856","Woodanilling (S)","2006-10-01",0,0
"22857","Woodanilling (S)","2006-11-01",0,0
"22858","Woodanilling (S)","2006-12-01",0,0
"22859","Woodanilling (S)","2007-01-01",0,0
"22860","Woodanilling (S)","2007-02-01",0,0
"22861","Woodanilling (S)","2007-03-01",0,0
"22862","Woodanilling (S)","2007-04-01",0,0
"22863","Woodanilling (S)","2007-05-01",0,0
"22864","Woodanilling (S)","2007-06-01",0,0
"22865","Woodanilling (S)","2007-07-01",0,0
"22866","Woodanilling (S)","2007-08-01",0,0
"22867","Woodanilling (S)","2007-09-01",0,0
"22868","Woodanilling (S)","2007-10-01",0,0
"22869","Woodanilling (S)","2007-11-01",0,0
"22870","Woodanilling (S)","2007-12-01",0,0
"22871","Woodanilling (S)","2008-01-01",0,0
"22872","Woodanilling (S)","2008-02-01",0,0
"22873","Woodanilling (S)","2008-03-01",0,0
"22874","Woodanilling (S)","2008-04-01",0,0
"22875","Woodanilling (S)","2008-05-01",0,0
"22876","Woodanilling (S)","2008-06-01",0,0
"22877","Woodanilling (S)","2008-07-01",0,0
"22878","Woodanilling (S)","2008-08-01",0,0
"22879","Woodanilling (S)","2008-09-01",0,0
"22880","Woodanilling (S)","2008-10-01",0,0
"22881","Woodanilling (S)","2008-11-01",0,0
"22882","Woodanilling (S)","2008-12-01",0,0
"22883","Woodanilling (S)","2009-01-01",0,0
"22884","Woodanilling (S)","2009-02-01",0,0
"22885","Woodanilling (S)","2009-03-01",0,0
"22886","Woodanilling (S)","2009-04-01",0,0
"22887","Woodanilling (S)","2009-05-01",0,0
"22888","Woodanilling (S)","2009-06-01",0,0
"22889","Woodanilling (S)","2009-07-01",0,0
"22890","Woodanilling (S)","2009-08-01",0,0
"22891","Woodanilling (S)","2009-09-01",0,0
"22892","Woodanilling (S)","2009-10-01",0,0
"22893","Woodanilling (S)","2009-11-01",0,0
"22894","Woodanilling (S)","2009-12-01",0,0
"22895","Woodanilling (S)","2010-01-01",2.04,2
"22896","Woodanilling (S)","2010-02-01",0,0
"22897","Woodanilling (S)","2010-03-01",2.7,1
"22898","Woodanilling (S)","2010-04-01",0,0
"22899","Woodanilling (S)","2010-05-01",0,0
"22900","Woodanilling (S)","2010-06-01",0,0
"22901","Woodanilling (S)","2010-07-01",0,0
"22902","Woodanilling (S)","2010-08-01",0,0
"22903","Woodanilling (S)","2010-09-01",0,0
"22904","Woodanilling (S)","2010-10-01",0,0
"22905","Woodanilling (S)","2010-11-01",0,0
"22906","Woodanilling (S)","2010-12-01",6.88,1
"22907","Woodanilling (S)","2011-01-01",0,0
"22908","Woodanilling (S)","2011-02-01",0,0
"22909","Woodanilling (S)","2011-03-01",0,0
"22910","Woodanilling (S)","2011-04-01",0,0
"22911","Woodanilling (S)","2011-05-01",3.5,2
"22912","Woodanilling (S)","2011-06-01",1.52,1
"22913","Woodanilling (S)","2011-07-01",0,0
"22914","Woodanilling (S)","2011-08-01",0,0
"22915","Woodanilling (S)","2011-09-01",5.7,2
"22916","Woodanilling (S)","2011-10-01",0,0
"22917","Woodanilling (S)","2011-11-01",8.74,3
"22918","Woodanilling (S)","2011-12-01",0,0
"22919","Woodanilling (S)","2012-01-01",0,0
"22920","Woodanilling (S)","2012-02-01",0,0
"22921","Woodanilling (S)","2012-03-01",0,0
"22922","Woodanilling (S)","2012-04-01",0,0
"22923","Woodanilling (S)","2012-05-01",3.5,2
"22924","Woodanilling (S)","2012-06-01",1.52,1
"22925","Woodanilling (S)","2012-07-01",0,0
"22926","Woodanilling (S)","2012-08-01",0,0
"22927","Woodanilling (S)","2012-09-01",5.7,2
"22928","Woodanilling (S)","2012-10-01",0,0
"22929","Woodanilling (S)","2012-11-01",8.74,3
"22930","Woodanilling (S)","2012-12-01",0,0
"22931","Woodanilling (S)","2013-01-01",0,0
"22932","Woodanilling (S)","2013-02-01",2,1
"22933","Woodanilling (S)","2013-03-01",0,0
"22934","Woodanilling (S)","2013-04-01",0,0
"22935","Woodanilling (S)","2013-05-01",0,0
"22936","Woodanilling (S)","2013-06-01",9.6,3
"22937","Woodanilling (S)","2013-07-01",6.4,2
"22938","Woodanilling (S)","2013-08-01",0,0
"22939","Woodanilling (S)","2013-09-01",0,0
"22940","Woodanilling (S)","2013-10-01",0,0
"22941","Woodanilling (S)","2013-11-01",0,0
"22942","Woodanilling (S)","2013-12-01",0.8,1
"22943","Woodanilling (S)","2014-01-01",0,0
"22944","Woodanilling (S)","2014-02-01",0,0
"22945","Woodanilling (S)","2014-03-01",0,0
"22946","Woodanilling (S)","2014-04-01",3.5,1
"22947","Woodanilling (S)","2014-05-01",1.5,1
"22948","Woodanilling (S)","2014-06-01",3.5,1
"22949","Woodanilling (S)","2014-07-01",5.5,1
"22950","Woodanilling (S)","2014-08-01",0,0
"22951","Woodanilling (S)","2014-09-01",0,0
"22952","Woodanilling (S)","2014-10-01",5,1
"22953","Woodanilling (S)","2014-11-01",0,0
"22954","Woodanilling (S)","2014-12-01",0,0
"22955","Woodanilling (S)","2015-01-01",0,0
"22956","Woodanilling (S)","2015-02-01",0,0
"22957","Woodanilling (S)","2015-03-01",4,2
"22958","Woodanilling (S)","2015-04-01",7,2
"22959","Woodanilling (S)","2015-05-01",0,0
"22960","Woodanilling (S)","2015-06-01",2.08,1
"22961","Woodanilling (S)","2015-07-01",0,0
"22962","Woodanilling (S)","2015-08-01",0,0
"22963","Woodanilling (S)","2015-09-01",0,0
"22964","Woodanilling (S)","2015-10-01",1.5,1
"22965","Woodanilling (S)","2015-11-01",12.48,4
"22966","Woodanilling (S)","2015-12-01",0,0
"22967","Woodanilling (S)","2016-01-01",0,0
"22968","Woodanilling (S)","2016-02-01",0,0
"22969","Woodanilling (S)","2016-03-01",4.08,1
"22970","Woodanilling (S)","2016-04-01",0,0
"22971","Woodanilling (S)","2016-05-01",2,1
"22972","Woodanilling (S)","2016-06-01",0,0
"22973","Woodanilling (S)","2016-07-01",8.05,2
"22974","Woodanilling (S)","2016-08-01",0,0
"22975","Woodanilling (S)","2016-09-01",0,0
"22976","Woodanilling (S)","2016-10-01",8.75,3
"22977","Woodanilling (S)","2016-11-01",0,0
"22978","Woodanilling (S)","2016-12-01",0,0
"22979","Woodanilling (S)","2017-01-01",0,0
"22980","Woodanilling (S)","2017-02-01",5.72,1
"22981","Woodanilling (S)","2017-03-01",5.98,1
"22982","Woodanilling (S)","2017-04-01",3.18,1
"22983","Woodanilling (S)","2017-05-01",6.5,1
"22984","Woodanilling (S)","2017-06-01",15.12,1
"22985","Woodanilling (S)","2017-07-01",5.94,1
"22986","Woodanilling (S)","2017-08-01",0,0
"22987","Woodanilling (S)","2017-09-01",0,0
"22988","Woodanilling (S)","2017-10-01",0,0
"22989","Woodanilling (S)","2017-11-01",0,0
"22990","Woodanilling (S)","2017-12-01",0,0
"22991","Woodanilling (S)","2018-01-01",0,0
"22992","Woodanilling (S)","2018-02-01",0,0
"22993","Woodanilling (S)","2018-03-01",0,0
"22994","Woodanilling (S)","2018-04-01",0,0
"22995","Woodanilling (S)","2018-05-01",0,0
"22996","Woodanilling (S)","2018-06-01",0,0
"22997","Woodanilling (S)","2018-07-01",0,0
"22998","Woodanilling (S)","2018-08-01",0,0
"22999","Woodanilling (S)","2018-09-01",0,0
"23000","Woodanilling (S)","2018-10-01",0,0
"23001","Woodanilling (S)","2018-11-01",0,0
"23002","Woodanilling (S)","2018-12-01",0,0
"23003","Woodanilling (S)","2019-01-01",0,0
"23004","Woodanilling (S)","2019-02-01",0,0
"23005","Woodanilling (S)","2019-03-01",0,0
"23006","Woodanilling (S)","2019-04-01",6.6,1
"23007","Woodanilling (S)","2019-05-01",11.55,2
"23008","Woodanilling (S)","2019-06-01",6.6,1
"23009","Woodanilling (S)","2019-07-01",0,0
"23010","Woodanilling (S)","2019-08-01",0,0
"23011","Woodanilling (S)","2019-09-01",0,0
"23012","Woodanilling (S)","2019-10-01",3.72,1
"23013","Woodanilling (S)","2019-11-01",0,0
"23014","Woodanilling (S)","2019-12-01",0,0
"23015","Wyalkatchem (S)","2001-04-01",0,0
"23016","Wyalkatchem (S)","2001-05-01",0,0
"23017","Wyalkatchem (S)","2001-06-01",0,0
"23018","Wyalkatchem (S)","2001-07-01",0,0
"23019","Wyalkatchem (S)","2001-08-01",0,0
"23020","Wyalkatchem (S)","2001-09-01",0,0
"23021","Wyalkatchem (S)","2001-10-01",0,0
"23022","Wyalkatchem (S)","2001-11-01",0,0
"23023","Wyalkatchem (S)","2001-12-01",0,0
"23024","Wyalkatchem (S)","2002-01-01",0,0
"23025","Wyalkatchem (S)","2002-02-01",0,0
"23026","Wyalkatchem (S)","2002-03-01",0,0
"23027","Wyalkatchem (S)","2002-04-01",0,0
"23028","Wyalkatchem (S)","2002-05-01",0,0
"23029","Wyalkatchem (S)","2002-06-01",0,0
"23030","Wyalkatchem (S)","2002-07-01",0,0
"23031","Wyalkatchem (S)","2002-08-01",0,0
"23032","Wyalkatchem (S)","2002-09-01",0,0
"23033","Wyalkatchem (S)","2002-10-01",0,0
"23034","Wyalkatchem (S)","2002-11-01",0,0
"23035","Wyalkatchem (S)","2002-12-01",0,0
"23036","Wyalkatchem (S)","2004-01-01",0,0
"23037","Wyalkatchem (S)","2004-02-01",0,0
"23038","Wyalkatchem (S)","2004-03-01",0,0
"23039","Wyalkatchem (S)","2004-04-01",0,0
"23040","Wyalkatchem (S)","2004-05-01",0,0
"23041","Wyalkatchem (S)","2004-06-01",0,0
"23042","Wyalkatchem (S)","2004-07-01",0,0
"23043","Wyalkatchem (S)","2004-08-01",0,0
"23044","Wyalkatchem (S)","2004-09-01",0,0
"23045","Wyalkatchem (S)","2004-10-01",0,0
"23046","Wyalkatchem (S)","2004-11-01",0,0
"23047","Wyalkatchem (S)","2004-12-01",0,0
"23048","Wyalkatchem (S)","2005-01-01",0,0
"23049","Wyalkatchem (S)","2005-02-01",0,0
"23050","Wyalkatchem (S)","2005-03-01",0,0
"23051","Wyalkatchem (S)","2005-04-01",0,0
"23052","Wyalkatchem (S)","2005-05-01",0,0
"23053","Wyalkatchem (S)","2005-06-01",0,0
"23054","Wyalkatchem (S)","2005-07-01",0,0
"23055","Wyalkatchem (S)","2005-08-01",0,0
"23056","Wyalkatchem (S)","2005-09-01",0,0
"23057","Wyalkatchem (S)","2005-10-01",0,0
"23058","Wyalkatchem (S)","2005-11-01",0,0
"23059","Wyalkatchem (S)","2005-12-01",0,0
"23060","Wyalkatchem (S)","2006-01-01",0,0
"23061","Wyalkatchem (S)","2006-02-01",0,0
"23062","Wyalkatchem (S)","2006-03-01",0,0
"23063","Wyalkatchem (S)","2006-04-01",0,0
"23064","Wyalkatchem (S)","2006-05-01",0,0
"23065","Wyalkatchem (S)","2006-06-01",0,0
"23066","Wyalkatchem (S)","2006-07-01",0,0
"23067","Wyalkatchem (S)","2006-08-01",0,0
"23068","Wyalkatchem (S)","2006-09-01",0,0
"23069","Wyalkatchem (S)","2006-10-01",0,0
"23070","Wyalkatchem (S)","2006-11-01",0,0
"23071","Wyalkatchem (S)","2006-12-01",0,0
"23072","Wyalkatchem (S)","2007-01-01",0,0
"23073","Wyalkatchem (S)","2007-02-01",0,0
"23074","Wyalkatchem (S)","2007-03-01",0,0
"23075","Wyalkatchem (S)","2007-04-01",0,0
"23076","Wyalkatchem (S)","2007-05-01",0,0
"23077","Wyalkatchem (S)","2007-06-01",0,0
"23078","Wyalkatchem (S)","2007-07-01",0,0
"23079","Wyalkatchem (S)","2007-08-01",0,0
"23080","Wyalkatchem (S)","2007-09-01",0,0
"23081","Wyalkatchem (S)","2007-10-01",0,0
"23082","Wyalkatchem (S)","2007-11-01",0,0
"23083","Wyalkatchem (S)","2007-12-01",0,0
"23084","Wyalkatchem (S)","2008-01-01",0,0
"23085","Wyalkatchem (S)","2008-02-01",0,0
"23086","Wyalkatchem (S)","2008-03-01",0,0
"23087","Wyalkatchem (S)","2008-04-01",0,0
"23088","Wyalkatchem (S)","2008-05-01",0,0
"23089","Wyalkatchem (S)","2008-06-01",0,0
"23090","Wyalkatchem (S)","2008-07-01",0,0
"23091","Wyalkatchem (S)","2008-08-01",0,0
"23092","Wyalkatchem (S)","2008-09-01",0,0
"23093","Wyalkatchem (S)","2008-10-01",0,0
"23094","Wyalkatchem (S)","2008-11-01",0,0
"23095","Wyalkatchem (S)","2008-12-01",0,0
"23096","Wyalkatchem (S)","2009-01-01",0,0
"23097","Wyalkatchem (S)","2009-02-01",0,0
"23098","Wyalkatchem (S)","2009-03-01",0,0
"23099","Wyalkatchem (S)","2009-04-01",0,0
"23100","Wyalkatchem (S)","2009-05-01",0,0
"23101","Wyalkatchem (S)","2009-06-01",0,0
"23102","Wyalkatchem (S)","2009-07-01",0,0
"23103","Wyalkatchem (S)","2009-08-01",0,0
"23104","Wyalkatchem (S)","2009-09-01",0,0
"23105","Wyalkatchem (S)","2009-10-01",0,0
"23106","Wyalkatchem (S)","2009-11-01",0,0
"23107","Wyalkatchem (S)","2009-12-01",0,0
"23108","Wyalkatchem (S)","2010-01-01",0,0
"23109","Wyalkatchem (S)","2010-02-01",0,0
"23110","Wyalkatchem (S)","2010-03-01",1.53,1
"23111","Wyalkatchem (S)","2010-04-01",0,0
"23112","Wyalkatchem (S)","2010-05-01",0,0
"23113","Wyalkatchem (S)","2010-06-01",0,0
"23114","Wyalkatchem (S)","2010-07-01",0,0
"23115","Wyalkatchem (S)","2010-08-01",0,0
"23116","Wyalkatchem (S)","2010-09-01",0,0
"23117","Wyalkatchem (S)","2010-10-01",3.62,2
"23118","Wyalkatchem (S)","2010-11-01",0,0
"23119","Wyalkatchem (S)","2010-12-01",0,0
"23120","Wyalkatchem (S)","2011-01-01",0,0
"23121","Wyalkatchem (S)","2011-02-01",0,0
"23122","Wyalkatchem (S)","2011-03-01",1.9,1
"23123","Wyalkatchem (S)","2011-04-01",0,0
"23124","Wyalkatchem (S)","2011-05-01",0,0
"23125","Wyalkatchem (S)","2011-06-01",6.3,2
"23126","Wyalkatchem (S)","2011-07-01",1.52,1
"23127","Wyalkatchem (S)","2011-08-01",1.575,1
"23128","Wyalkatchem (S)","2011-09-01",5.32,1
"23129","Wyalkatchem (S)","2011-10-01",0,0
"23130","Wyalkatchem (S)","2011-11-01",0,0
"23131","Wyalkatchem (S)","2011-12-01",0,0
"23132","Wyalkatchem (S)","2012-01-01",0,0
"23133","Wyalkatchem (S)","2012-02-01",0,0
"23134","Wyalkatchem (S)","2012-03-01",1.9,1
"23135","Wyalkatchem (S)","2012-04-01",0,0
"23136","Wyalkatchem (S)","2012-05-01",0,0
"23137","Wyalkatchem (S)","2012-06-01",6.3,2
"23138","Wyalkatchem (S)","2012-07-01",1.52,1
"23139","Wyalkatchem (S)","2012-08-01",1.575,1
"23140","Wyalkatchem (S)","2012-09-01",5.32,1
"23141","Wyalkatchem (S)","2012-10-01",0,0
"23142","Wyalkatchem (S)","2012-11-01",0,0
"23143","Wyalkatchem (S)","2012-12-01",0,0
"23144","Wyalkatchem (S)","2013-01-01",0,0
"23145","Wyalkatchem (S)","2013-02-01",0,0
"23146","Wyalkatchem (S)","2013-03-01",0,0
"23147","Wyalkatchem (S)","2013-04-01",1.6,1
"23148","Wyalkatchem (S)","2013-05-01",0,0
"23149","Wyalkatchem (S)","2013-06-01",0,0
